Code;2017;2021
BE10;1.0000;1.0000
BE21;0.3590;0.3406
BE22;:;:
BE23;0.2083;0.1892
BE24;0.1077;0.1211
BE25;0.2213;0.2001
BE31;:;:
BE32;0.2146;0.4321
BE33;0.3379;0.4422
BE34;:;:
BE35;0.1253;0.2039
BG31;0.2631;0.2673
BG32;0.2789;0.2736
BG33;0.5539;0.5589
BG34;0.4963;0.4958
BG41;0.6742;0.6895
BG42;0.3514;0.3554
CZ01;1.0000;1.0000
CZ02;0.0532;0.0517
CZ03;0.1925;0.2337
CZ04;0.2349;0.2544
CZ05;0.1993;0.2063
CZ06;0.2537;0.2788
CZ07;0.1415;0.1639
CZ08;0.3774;0.3662
DK01;0.7333;0.6621
DK02;0.0289;0.0329
DK03;0.1908;0.1787
DK04;0.2720;0.2950
DK05;0.1974;0.3786
DE11;0.2735;0.3709
DE12;0.3559;0.3659
DE13;0.2373;0.2751
DE14;0.2329;0.2258
DE21;0.3996;0.4428
DE22;0.1139;0.1131
DE23;0.1698;0.1783
DE24;0.1649;0.1933
DE25;0.4698;0.4866
DE26;0.2161;0.2396
DE27;0.2572;0.2655
DE30;1.0000;1.0000
DE40;0.1774;0.2204
DE50;1.0000;1.0000
DE60;1.0000;1.0000
DE71;0.3737;0.4230
DE72;0.2524;0.2314
DE73;0.2612;0.2567
DE80;0.3417;0.3348
DE91;0.4168;0.3908
DE92;0.3279;0.3320
DE93;0.0919;0.0877
DE94;0.1940;0.2163
DEA1;0.6817;0.7268
DEA2;0.4787;0.5250
DEA3;0.3424;0.4416
DEA4;0.2478;0.2891
DEA5;0.5148;0.6060
DEB1;0.0821;0.0893
DEB2;0.2380;0.2713
DEB3;0.3036;0.3254
DEC0;0.1996;0.1953
DED2;0.3978;0.4388
DED4;0.2993;0.3052
DED5;0.5908;0.6248
DEE0;0.2681;0.2862
DEF0;0.2473;0.3219
DEG0;0.2485;0.2623
EE00;0.4619;0.4565
IE04;0.1055;0.1073
IE05;0.1574;0.1471
IE06;0.5928;0.6031
IE01;:;:
IE02;:;:
EL30;0.6717;0.6718
EL41;:;:
EL42;0.1641;0.2581
EL43;0.3443;0.3659
EL51;0.1032;0.0976
EL52;0.3780;0.3572
EL53;:;:
EL54;0.2556;0.2193
EL61;0.4483;0.4097
EL62;:;:
EL63;0.3042;0.2591
EL64;0.0895;0.1278
EL65;0.1291;0.1218
ES11;0.3907;0.3873
ES12;0.5592;0.5711
ES13;0.4112;0.4058
ES21;0.5921;0.6132
ES22;0.4813;0.5153
ES23;0.5019;0.4752
ES24;0.5119;0.5314
ES30;0.8353;0.8351
ES41;0.4227;0.4323
ES42;0.2852;0.2744
ES43;0.2791;0.2901
ES51;0.6281;0.5994
ES52;0.4802;0.4998
ES53;0.4198;0.4079
ES61;0.4851;0.4808
ES62;0.5499;0.5044
ES63;1.0000;1.0000
ES64;1.0000;1.0000
ES70;0.5009;0.4930
FR10;0.7860;0.8337
FRB0;0.3434;0.3360
FRC1;0.2789;0.2296
FRC2;0.2544;0.3495
FRD1;0.1799;0.3383
FRD2;0.4044;0.4665
FRE1;0.5703;0.6104
FRE2;0.2736;0.2001
FRF1;0.3860;0.3374
FRF2;0.2922;0.3336
FRF3;0.3394;0.1635
FRG0;0.3859;0.3434
FRH0;0.3461;0.3241
FRI1;0.3815;0.3198
FRI2;0.4011;0.3836
FRI3;0.2851;0.2261
FRJ1;0.3660;0.4028
FRJ2;0.3698;0.3008
FRK1;0.2797;0.1688
FRK2;0.3346;0.3727
FRL0;0.7282;0.7240
FRM0;0.4123;0.2401
FRY1;:;:
FRY2;0.4523;0.4527
FRY3;:;:
FRY4;0.2465;0.2367
HR02;0.1059;0.1286
HR03;0.2372;0.2670
HR04;0.3589;:
HR05;1.0000;1.0000
HR06;:;:
ITC1;0.2708;0.2759
ITC2;:;:
ITC3;0.5173;0.4744
ITC4;0.4141;0.4589
